Unnamed: 0,Method,ROUNDS,TIME,M_RES,M_NAME,M_KD,M_SIG_STR,M_SIG_STR_P,M_TOTAL_STR,M_TD,M_TD_P,M_SUB_ATT,M_REV,M_CTRL,M_HEAD,M_BODY,M_LEG,M_DIST,M_CLIN,M_GROUND,OP_RES,OP_NAME,OP_KD,OP_SIG_STR,OP_SIG_STR_P,OP_TOTAL_STR,OP_TD,OP_TD_P,OP_SUB_ATT,OP_REV,OP_CTRL,OP_HEAD,OP_BODY,OP_LEG,OP_DIST,OP_CLIN,OP_GROUND,Cluster #
35,Submission,1,212,0,Papy Abedi,0,14,36%,15,0,,0,0,40.0,9,4,1,9,5,0,1,Thiago Alves,1,25,55%,30,0,,1,0,31.0,17,3,5,12,1,12,1.0
36,Decision - Split,3,900,0,Ricardo Abreu,0,47,31%,69,3,42%,0,0,186.0,38,5,4,38,9,0,1,Jake Collier,0,67,31%,84,0,,0,0,14.0,36,18,13,61,6,0,1.0
37,Submission,2,366,1,Ricardo Abreu,2,33,32%,43,0,,1,0,75.0,27,5,1,20,4,9,0,Wagner Silva,0,17,32%,20,0,0%,0,0,0.0,6,2,9,17,0,0,1.0
38,KO/TKO,1,111,0,Klidson Abreu,0,5,71%,5,0,,0,0,0.0,0,1,4,4,1,0,1,Jamahal Hill,2,14,58%,14,0,,0,0,2.0,9,4,1,9,2,3,1.0
39,Decision - Split,3,900,0,Klidson Abreu,0,32,41%,47,1,50%,0,0,106.0,11,7,14,31,1,0,1,Shamil Gamzatov,0,64,46%,82,0,0%,0,0,11.0,10,23,31,64,0,0,1.0
40,Decision - Unanimous,3,900,1,Klidson Abreu,0,36,40%,61,1,33%,0,0,52.0,17,4,15,35,1,0,0,Sam Alvey,0,28,36%,67,0,0%,0,1,153.0,12,5,11,21,4,3,1.0
41,Decision - Unanimous,3,900,0,Klidson Abreu,0,23,37%,32,0,0%,0,0,28.0,10,8,5,16,7,0,1,Magomed Ankalaev,1,30,44%,66,1,33%,0,0,348.0,22,6,2,18,6,6,1.0
47,KO/TKO,1,32,0,Zarrukh Adashev,0,2,33%,2,0,,0,0,0.0,1,0,1,2,0,0,1,Tyson Nam,1,2,66%,2,0,,0,0,2.0,2,0,0,1,0,1,1.0
48,KO/TKO,2,539,1,Israel Adesanya,1,55,65%,55,0,,0,0,9.0,24,5,26,45,2,8,0,Paulo Costa,0,12,46%,12,0,,0,0,1.0,2,7,3,12,0,0,1.0
49,Decision - Unanimous,5,1500,1,Israel Adesanya,0,48,36%,48,0,,0,0,0.0,14,9,25,48,0,0,0,Yoel Romero,0,40,44%,40,0,0%,0,0,0.0,20,7,13,35,5,0,1.0
50,KO/TKO,2,513,1,Israel Adesanya,2,40,42%,40,0,,0,0,4.0,27,6,7,37,0,3,0,Robert Whittaker,0,32,27%,32,0,,0,0,0.0,20,3,9,32,0,0,1.0
51,Decision - Unanimous,5,1500,1,Israel Adesanya,4,109,45%,119,0,,2,0,42.0,70,16,23,100,1,8,0,Kelvin Gastelum,0,91,41%,92,1,11%,0,1,81.0,68,12,11,91,0,0,1.0
52,Decision - Unanimous,3,900,1,Israel Adesanya,0,65,49%,65,0,,0,0,0.0,27,9,29,63,2,0,0,Anderson Silva,0,31,43%,34,0,,0,0,0.0,16,8,7,26,5,0,1.0
53,KO/TKO,1,291,1,Israel Adesanya,3,13,56%,15,0,,0,0,10.0,9,3,1,11,2,0,0,Derek Brunson,0,3,21%,9,0,0%,0,0,95.0,2,0,1,2,1,0,1.0
54,Decision - Unanimous,5,1500,1,Israel Adesanya,0,119,55%,127,0,0%,1,0,107.0,61,21,37,99,12,8,0,Brad Tavares,0,40,22%,46,1,8%,0,0,126.0,34,3,3,37,1,2,1.0
55,Decision - Split,3,900,1,Israel Adesanya,0,57,46%,67,0,0%,0,0,0.0,31,11,15,57,0,0,0,Marvin Vettori,0,46,29%,60,2,33%,0,0,198.0,20,7,19,44,2,0,1.0
56,KO/TKO,2,517,1,Israel Adesanya,1,52,69%,70,0,,0,0,0.0,35,13,4,28,24,0,0,Rob Wilkinson,0,22,47%,33,3,20%,0,0,246.0,6,5,11,7,15,0,1.0
57,Submission,1,126,0,Sam Adkins,0,0,0%,3,0,,0,0,,0,0,0,0,0,0,1,David Abbott,0,8,88%,16,1,100%,1,0,,5,3,0,0,0,8,1.0
58,TKO - Doctor's Stoppage,1,48,0,Sam Adkins,0,0,0%,1,0,,0,0,,0,0,0,0,0,0,1,Don Frye,0,5,55%,19,1,100%,0,0,,5,0,0,0,0,5,1.0
59,KO/TKO,2,434,0,Nick Agallar,0,5,11%,10,0,0%,0,0,67.0,2,0,3,4,1,0,1,Yves Edwards,1,33,57%,39,0,,0,0,11.0,14,1,18,21,1,11,1.0
62,TKO - Doctor's Stoppage,1,274,0,Marcelo Aguiar,0,2,100%,21,0,,0,0,0.0,2,0,0,0,0,2,1,Matt Hughes,0,18,58%,29,2,66%,0,0,248.0,14,4,0,0,0,18,1.0
68,Decision - Split,3,900,0,Kevin Aguilar,0,53,39%,53,0,0%,0,0,4.0,34,17,2,50,3,0,1,Charles Rosa,0,69,39%,69,0,0%,0,0,0.0,33,15,21,69,0,0,1.0
69,KO/TKO,1,201,0,Kevin Aguilar,0,9,32%,9,0,,0,0,0.0,4,3,2,9,0,0,1,Zubaira Tukhugov,2,28,77%,28,0,,0,0,9.0,26,2,0,15,0,13,1.0
70,Decision - Unanimous,3,900,0,Kevin Aguilar,0,33,31%,65,1,100%,0,1,139.0,21,10,2,21,5,7,1,Dan Ige,1,71,56%,92,1,25%,0,0,247.0,52,12,7,44,6,21,1.0
71,Decision - Unanimous,3,900,1,Kevin Aguilar,0,58,23%,58,0,,0,0,0.0,36,20,2,58,0,0,0,Enrique Barzola,0,52,41%,53,0,0%,0,0,30.0,28,9,15,50,2,0,1.0
72,Decision - Unanimous,3,900,1,Kevin Aguilar,1,86,51%,103,0,0%,0,0,127.0,47,33,6,62,11,13,0,Rick Glenn,0,74,39%,77,0,0%,0,0,27.0,50,11,13,63,11,0,1.0
75,Decision - Unanimous,3,780,0,Hitomi Akano,0,6,60%,14,0,0%,1,1,,2,4,0,6,0,0,1,Miesha Tate,0,10,33%,25,2,66%,0,0,,6,2,2,8,0,2,1.0
76,KO/TKO,3,635,0,Hitomi Akano,0,5,41%,5,0,0%,0,0,0.0,1,3,1,5,0,0,1,Cristiane Justino,1,41,45%,53,1,100%,0,0,186.0,34,3,4,14,13,14,1.0
77,Decision - Unanimous,3,900,0,Omari Akhmedov,0,33,36%,60,4,50%,0,0,94.0,25,7,1,21,8,4,1,Chris Weidman,0,29,51%,67,5,31%,0,0,497.0,25,4,0,17,1,11,1.0
78,Decision - Unanimous,3,900,1,Omari Akhmedov,0,55,33%,69,2,50%,0,0,93.0,41,10,4,48,7,0,0,Ian Heinisch,0,53,51%,70,3,30%,0,0,150.0,26,13,14,46,4,3,1.0
79,Decision - Unanimous,3,900,1,Omari Akhmedov,0,26,33%,47,2,66%,0,0,219.0,14,5,7,21,0,5,0,Zak Cummings,0,17,24%,24,0,,0,0,0.0,6,2,9,17,0,0,1.0
80,Decision - Unanimous,3,900,1,Omari Akhmedov,0,52,38%,58,0,0%,0,0,194.0,32,13,7,35,17,0,0,Tim Boetsch,0,41,42%,64,0,0%,0,0,2.0,20,12,9,32,9,0,1.0
82,Decision - Split,3,900,1,Omari Akhmedov,0,52,33%,99,6,66%,0,0,340.0,42,6,4,38,2,12,0,Abdul Razak Alhassan,0,43,43%,44,0,,0,1,1.0,37,3,3,37,6,0,1.0
83,Decision - Unanimous,3,900,1,Omari Akhmedov,0,23,31%,57,3,75%,0,0,387.0,21,0,2,10,0,13,0,Kyle Noke,0,16,31%,44,0,,0,0,0.0,4,2,10,16,0,0,1.0
84,KO/TKO,3,783,0,Omari Akhmedov,0,36,34%,57,3,42%,1,0,79.0,28,6,2,22,11,3,1,Elizeu Zaleski dos Santos,0,72,49%,78,0,0%,1,1,171.0,50,18,4,35,36,1,1.0
85,KO/TKO,3,738,0,Omari Akhmedov,1,35,29%,38,1,100%,0,0,51.0,17,10,8,29,2,4,1,Sergio Moraes,1,21,30%,22,0,0%,0,0,2.0,17,2,2,19,1,1,1.0
86,KO/TKO,1,300,1,Omari Akhmedov,0,15,37%,16,0,,0,0,0.0,7,4,4,14,1,0,0,Brian Ebersole,0,2,15%,3,0,0%,0,0,0.0,1,0,1,2,0,0,1.0
87,Decision - Unanimous,3,900,1,Omari Akhmedov,0,64,34%,93,5,55%,0,0,281.0,48,12,4,39,8,17,0,Mats Nilsson,0,33,35%,55,5,83%,3,0,176.0,19,5,9,26,6,1,1.0
88,Submission,1,276,0,Omari Akhmedov,0,6,37%,8,0,,0,0,2.0,1,2,3,6,0,0,1,Gunnar Nelson,0,16,80%,25,1,100%,1,0,185.0,15,0,1,2,0,14,1.0
89,KO/TKO,1,211,1,Omari Akhmedov,1,14,70%,22,1,20%,1,0,127.0,8,2,4,6,6,2,0,Thiago Perpetuo,1,18,64%,22,1,100%,0,0,46.0,16,2,0,3,7,8,1.0
90,Decision - Split,3,900,0,Yoshihiro Akiyama,0,78,54%,92,0,0%,0,0,83.0,53,2,23,66,1,11,1,Alberto Mina,1,69,45%,84,2,13%,0,0,37.0,46,5,18,56,10,3,1.0
91,Decision - Unanimous,3,900,1,Yoshihiro Akiyama,0,57,47%,94,2,40%,0,0,475.0,51,6,0,26,0,31,0,Amir Sadollah,0,42,41%,63,0,,0,0,12.0,24,4,14,31,6,5,1.0
92,Decision - Unanimous,3,900,0,Yoshihiro Akiyama,0,33,34%,52,2,50%,0,0,68.0,29,2,2,28,5,0,1,Jake Shields,0,91,45%,119,2,14%,0,0,223.0,49,24,18,79,11,1,1.0
93,KO/TKO,1,112,0,Yoshihiro Akiyama,0,1,11%,1,0,,0,0,0.0,0,0,1,1,0,0,1,Vitor Belfort,2,12,48%,12,0,,0,0,9.0,11,0,1,3,3,6,1.0
94,Decision - Unanimous,3,900,0,Yoshihiro Akiyama,0,50,28%,50,0,0%,0,0,0.0,35,7,8,49,1,0,1,Michael Bisping,0,118,44%,119,0,0%,0,0,2.0,89,11,18,115,3,0,1.0
95,Submission,3,880,0,Yoshihiro Akiyama,0,27,39%,62,5,100%,1,0,513.0,24,1,2,21,1,5,1,Chris Leben,0,46,43%,162,0,,4,0,23.0,31,3,12,37,4,5,1.0
96,Decision - Split,3,900,1,Yoshihiro Akiyama,0,55,35%,70,3,75%,0,0,191.0,50,2,3,48,1,6,0,Alan Belcher,1,76,48%,76,0,,0,0,44.0,39,11,26,67,7,2,1.0
97,Decision - Unanimous,3,900,0,Rostem Akman,0,15,13%,15,0,,0,0,3.0,8,6,1,11,4,0,1,Jake Matthews,0,59,44%,61,0,0%,0,0,49.0,19,20,20,53,6,0,1.0
98,Decision - Unanimous,3,900,0,Rostem Akman,0,39,39%,40,2,40%,0,0,200.0,30,6,3,31,8,0,1,Sergey Khandozhko,1,60,40%,60,1,16%,0,0,61.0,30,11,19,55,5,0,1.0
99,Decision - Split,3,900,0,Razak Al-Hassan,0,31,39%,45,1,25%,0,1,228.0,13,7,11,26,5,0,1,Kyle Kingsbury,0,25,25%,76,2,33%,0,0,329.0,8,6,11,17,5,3,1.0
100,Submission,1,244,0,Razak Al-Hassan,0,13,23%,15,0,0%,0,0,17.0,5,2,6,12,1,0,1,Steve Cantwell,0,15,51%,19,1,100%,1,0,78.0,9,4,2,12,1,2,1.0
101,Decision - Unanimous,3,900,0,Mostapha Al-Turk,0,20,15%,20,0,,0,0,0.0,11,2,7,20,0,0,1,Jon Madsen,0,32,32%,32,1,100%,0,0,6.0,26,5,1,31,0,1,1.0
102,KO/TKO,1,186,0,Mostapha Al-Turk,0,7,28%,7,0,0%,0,0,5.0,2,0,5,7,0,0,1,Mirko Filipovic,1,16,45%,18,1,100%,0,0,15.0,15,1,0,11,3,2,1.0
103,KO/TKO,1,277,0,Mostapha Al-Turk,0,4,44%,7,0,0%,0,0,92.0,0,1,3,1,3,0,1,Cheick Kongo,1,34,77%,73,1,100%,0,0,77.0,23,2,9,6,6,22,1.0
119,Decision - Split,3,900,0,Aleksandra Albu,0,65,41%,77,1,33%,0,0,122.0,42,21,2,34,29,2,1,Loma Lookboonmee,0,99,65%,112,1,16%,0,0,23.0,31,54,14,38,61,0,1.0
120,Submission,1,61,0,Aleksandra Albu,0,2,40%,2,0,,0,0,0.0,2,0,0,2,0,0,1,Emily Whitmire,0,3,60%,8,1,100%,1,0,51.0,2,0,1,3,0,0,1.0
121,Decision - Unanimous,3,900,1,Aleksandra Albu,0,82,45%,109,5,62%,0,0,151.0,60,20,2,47,20,15,0,Kailin Curran,0,86,54%,153,1,33%,0,1,340.0,62,17,7,60,13,13,1.0
122,Submission,2,514,1,Aleksandra Albu,0,42,67%,53,0,0%,1,0,109.0,34,4,4,29,13,0,0,Izabela Badurek,0,32,71%,42,1,12%,0,0,189.0,4,9,19,6,26,0,1.0
123,KO/TKO,2,361,0,Iuri Alcantara,0,9,37%,13,1,100%,2,0,73.0,9,0,0,1,1,7,1,Cory Sandhagen,0,66,58%,104,0,,0,0,251.0,65,0,1,6,0,60,1.0
124,KO/TKO,1,66,1,Iuri Alcantara,1,17,56%,17,0,,0,0,6.0,13,3,1,8,1,8,0,Joe Soto,0,1,50%,1,0,0%,0,0,0.0,1,0,0,1,0,0,1.0
125,Decision - Unanimous,3,900,0,Iuri Alcantara,0,38,38%,39,0,0%,0,0,9.0,9,15,14,38,0,0,1,Alejandro Perez,0,35,36%,38,0,0%,0,0,55.0,16,4,15,29,6,0,1.0
126,Submission,1,108,0,Iuri Alcantara,0,12,42%,12,1,100%,0,0,7.0,8,4,0,10,2,0,1,Brian Kelleher,0,4,26%,4,0,,1,0,0.0,1,2,1,4,0,0,1.0
127,Submission,2,493,1,Iuri Alcantara,0,23,30%,27,1,50%,1,0,6.0,12,5,6,19,1,3,0,Luke Sanders,0,94,70%,134,1,50%,0,0,218.0,90,4,0,15,4,75,1.0
128,Submission,1,119,1,Iuri Alcantara,1,26,66%,26,0,,2,0,29.0,22,4,0,10,1,15,0,Brad Pickett,0,1,33%,1,0,,0,0,11.0,0,1,0,0,1,0,1.0
129,Decision - Unanimous,3,900,0,Iuri Alcantara,0,41,38%,43,0,,0,0,1.0,18,17,6,36,5,0,1,Jimmie Rivera,0,45,44%,64,3,50%,0,0,132.0,21,13,11,35,10,0,1.0
130,Decision - Unanimous,3,900,1,Iuri Alcantara,0,53,52%,65,0,,0,0,131.0,42,10,1,31,8,14,0,Leandro Issa,0,26,47%,37,1,10%,0,0,326.0,21,2,3,13,0,13,1.0
131,Decision - Unanimous,3,900,0,Iuri Alcantara,0,31,52%,49,2,50%,0,0,62.0,18,11,2,23,5,3,1,Frankie Saenz,0,44,46%,122,3,75%,0,1,420.0,16,10,18,7,13,24,1.0
132,Decision - Unanimous,3,900,1,Iuri Alcantara,0,27,51%,59,2,50%,0,0,130.0,11,16,0,19,3,5,0,Russell Doane,0,14,34%,98,6,50%,0,1,518.0,13,1,0,2,1,11,1.0
133,KO/TKO,1,25,1,Iuri Alcantara,1,5,50%,5,0,,0,0,3.0,4,1,0,2,0,3,0,Vaughan Lee,0,4,100%,4,0,,0,0,0.0,3,1,0,4,0,0,1.0
134,Decision - Split,3,900,1,Iuri Alcantara,1,42,55%,84,2,66%,0,1,222.0,38,2,2,15,3,24,0,Wilson Reis,0,23,37%,66,3,42%,0,1,406.0,16,0,7,9,3,11,1.0
135,Decision - Unanimous,3,900,0,Iuri Alcantara,0,8,34%,25,1,100%,1,0,152.0,5,3,0,2,0,6,1,Urijah Faber,0,54,68%,127,4,80%,0,0,608.0,53,1,0,3,0,51,1.0
136,KO/TKO,1,151,1,Iuri Alcantara,0,19,51%,23,0,,0,0,5.0,16,3,0,11,2,6,0,Iliarde Santos,0,3,30%,4,0,0%,0,0,25.0,0,0,3,2,1,0,1.0
138,Decision - Unanimous,3,900,0,Iuri Alcantara,0,19,38%,36,0,0%,1,0,67.0,10,6,3,11,4,4,1,Hacran Dias,0,19,43%,108,5,50%,0,0,541.0,8,2,9,8,0,11,1.0
139,Decision - Unanimous,3,900,1,Iuri Alcantara,0,60,43%,101,0,,2,0,259.0,46,13,1,44,2,14,0,Michihiro Omigawa,0,24,50%,74,1,25%,0,1,171.0,20,4,0,23,1,0,1.0
140,Decision - Unanimous,3,900,1,Iuri Alcantara,0,22,42%,75,6,100%,0,0,434.0,12,9,1,13,3,6,0,Felipe Arantes,0,29,61%,54,0,,0,1,135.0,14,7,8,20,3,6,1.0
141,KO/TKO,1,206,1,Iuri Alcantara,1,11,39%,15,0,,0,0,23.0,6,5,0,4,4,3,0,Ricardo Lamas,0,7,35%,10,0,0%,0,0,89.0,0,2,5,2,5,0,1.0
142,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,20,30%,20,0,,0,0,20.0,11,9,0,17,2,1,1,Kevin Casey,0,41,47%,64,1,33%,0,1,238.0,26,5,10,25,1,15,1.0
143,Decision - Split,3,900,1,Ildemar Alcantara,0,21,28%,31,0,0%,0,0,61.0,12,5,4,19,2,0,0,Richardson Moreira,0,15,25%,31,0,0%,0,1,158.0,12,1,2,12,3,0,1.0
144,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,22,33%,25,1,50%,0,0,43.0,14,7,1,15,5,2,1,Kenny Robertson,0,70,63%,135,3,30%,2,1,521.0,46,5,19,25,9,36,1.0
145,Decision - Split,3,900,1,Ildemar Alcantara,0,50,57%,75,4,57%,0,0,321.0,31,10,9,23,14,13,0,Albert Tumenov,0,32,45%,50,1,100%,0,1,135.0,27,3,2,12,6,14,1.0
146,Decision - Unanimous,3,900,0,Ildemar Alcantara,0,18,54%,33,3,100%,3,0,271.0,11,5,2,3,7,8,1,Igor Araujo,0,21,41%,128,1,16%,1,1,439.0,17,2,2,6,3,12,1.0
147,Decision - Unanimous,3,900,1,Ildemar Alcantara,0,33,31%,56,3,100%,0,0,183.0,17,14,2,30,2,1,0,Leandro Silva,0,50,57%,63,0,0%,0,0,78.0,19,6,25,49,1,0,1.0
148,Submission,2,459,1,Ildemar Alcantara,0,24,43%,39,2,66%,3,0,86.0,10,12,2,22,2,0,0,Wagner Prado,0,28,52%,41,0,0%,0,1,73.0,14,14,0,25,3,0,1.0
150,TKO - Doctor's Stoppage,1,253,0,Gilbert Aldana,0,6,75%,20,2,66%,0,0,175.0,5,1,0,0,0,6,1,Cheick Kongo,0,24,85%,33,1,100%,0,0,30.0,15,7,2,1,20,3,1.0
151,KO/TKO,2,447,0,Gilbert Aldana,0,28,51%,38,0,0%,0,0,108.0,19,5,4,6,19,3,1,Paul Buentello,0,49,69%,67,1,50%,1,0,117.0,33,12,4,10,33,6,1.0
161,KO/TKO,2,452,0,Hector Aldana,0,8,19%,8,0,,0,0,9.0,2,0,6,8,0,0,1,Miguel Baeza,1,35,57%,35,1,100%,0,0,0.0,16,3,16,29,0,6,1.0
162,Decision - Unanimous,3,900,0,Hector Aldana,0,69,40%,72,0,,0,0,43.0,45,7,17,63,6,0,1,Laureano Staropoli,0,97,35%,99,0,,0,0,0.0,71,15,11,94,3,0,1.0
163,KO/TKO,2,585,0,Hector Aldana,0,39,43%,41,2,100%,0,0,11.0,17,6,16,38,0,1,1,Song Kenan,1,32,45%,34,0,,0,0,4.0,17,3,12,27,0,5,1.0
164,KO/TKO,5,1404,0,Jose Aldo,0,83,52%,83,0,0%,0,0,0.0,38,28,17,81,2,0,1,Petr Yan,1,194,62%,258,1,50%,0,0,290.0,150,35,9,99,9,86,1.0
165,Decision - Split,3,900,0,Jose Aldo,0,58,39%,63,0,,0,0,0.0,39,16,3,57,1,0,1,Marlon Moraes,0,59,43%,59,1,50%,0,0,21.0,48,7,4,58,1,0,1.0
166,Decision - Unanimous,3,900,0,Jose Aldo,0,29,36%,39,0,0%,0,0,7.0,19,7,3,26,3,0,1,Alexander Volkanovski,0,95,53%,129,0,0%,0,0,265.0,28,17,50,67,28,0,1.0
167,KO/TKO,2,344,1,Jose Aldo,0,26,52%,26,0,,0,0,0.0,18,6,2,19,7,0,0,Renato Moicano,0,24,45%,24,0,,0,0,0.0,17,1,6,24,0,0,1.0
168,KO/TKO,1,259,1,Jose Aldo,1,29,46%,29,0,,0,0,24.0,21,3,5,16,1,12,0,Jeremy Stephens,0,20,33%,20,0,,0,0,0.0,16,2,2,16,4,0,1.0
169,KO/TKO,3,891,0,Jose Aldo,0,87,53%,89,0,0%,0,0,2.0,65,13,9,84,3,0,1,Max Holloway,0,174,43%,181,0,,0,0,47.0,135,36,3,144,16,14,1.0
170,KO/TKO,3,853,0,Jose Aldo,0,55,48%,56,0,,0,0,0.0,41,13,1,53,2,0,1,Max Holloway,1,104,50%,128,0,,0,0,124.0,87,16,1,61,2,41,1.0
171,Decision - Unanimous,5,1500,1,Jose Aldo,0,80,41%,81,0,,0,0,71.0,68,8,4,79,1,0,0,Frankie Edgar,0,79,29%,81,0,0%,0,0,0.0,42,14,23,72,7,0,1.0
172,KO/TKO,1,13,0,Jose Aldo,0,1,33%,1,0,,0,0,0.0,1,0,0,1,0,0,1,Conor McGregor,1,5,83%,5,0,,0,0,2.0,4,0,1,3,0,2,1.0
173,Decision - Unanimous,5,1500,1,Jose Aldo,1,102,37%,122,0,,0,0,67.0,80,16,6,91,1,10,0,Chad Mendes,0,77,39%,85,1,12%,0,0,129.0,50,9,18,75,2,0,1.0
174,Decision - Unanimous,5,1500,1,Jose Aldo,0,62,52%,85,2,100%,2,0,311.0,29,13,20,56,6,0,0,Ricardo Lamas,0,41,28%,63,1,16%,0,0,246.0,17,8,16,27,6,8,1.0
175,KO/TKO,4,1020,1,Jose Aldo,0,32,36%,43,5,83%,0,0,300.0,24,7,1,28,0,4,0,Chan Sung Jung,0,17,14%,42,0,,0,0,3.0,13,2,2,14,3,0,1.0
176,Decision - Unanimous,5,1500,1,Jose Aldo,0,76,30%,76,0,,0,0,5.0,65,2,9,76,0,0,0,Frankie Edgar,0,60,22%,63,2,18%,0,0,57.0,24,14,22,55,5,0,1.0
177,KO/TKO,1,299,1,Jose Aldo,1,11,47%,15,0,,0,0,2.0,6,1,4,7,1,3,0,Chad Mendes,0,13,56%,18,0,0%,0,0,55.0,1,1,11,9,4,0,1.0
178,Decision - Unanimous,5,1500,1,Jose Aldo,0,51,44%,66,0,,0,0,351.0,38,5,8,37,8,6,0,Kenny Florian,0,40,31%,69,1,5%,0,0,367.0,11,13,16,25,15,0,1.0
179,Decision - Unanimous,5,1500,1,Jose Aldo,1,94,43%,131,5,55%,1,0,553.0,72,4,18,66,0,28,0,Mark Hominick,0,71,39%,147,1,50%,0,0,258.0,50,17,4,50,1,20,1.0
180,KO/TKO,2,392,1,Jose Aldo,0,25,69%,28,0,,0,0,6.0,15,5,5,18,0,7,0,Manvel Gamburyan,0,8,26%,8,0,0%,0,0,1.0,4,0,4,8,0,0,1.0
181,Decision - Unanimous,5,1500,1,Jose Aldo,2,77,74%,138,0,,0,0,302.0,33,17,27,54,0,23,0,Urijah Faber,0,20,17%,27,0,0%,0,0,0.0,10,9,1,19,1,0,1.0
182,KO/TKO,2,380,1,Jose Aldo,0,38,52%,44,1,100%,0,0,36.0,24,8,6,21,0,17,0,Mike Brown,0,18,35%,23,0,0%,0,0,97.0,4,4,10,9,9,0,1.0
183,KO/TKO,1,8,1,Jose Aldo,1,2,66%,2,0,,0,0,3.0,2,0,0,1,0,1,0,Cub Swanson,0,0,,0,0,,0,0,0.0,0,0,0,0,0,0,1.0
184,KO/TKO,1,99,1,Jose Aldo,0,16,51%,16,0,,0,0,0.0,11,3,2,16,0,0,0,Chris Mickle,0,5,27%,5,0,,0,0,0.0,1,0,4,5,0,0,1.0
